276	abandoned camp		has_hypernym;271	102945161-n;DGM_hyponym	S.CMPQ
277	refugee camp	a camp used by refugees	has_hypernym;271	102945813-n;DGM_hyponym	S.CMPRF
278	cemetery	a burial place or ground		108521623-n;DGM_equivalent	S.CMTY
279	communication center	a facility, including buildings, antennae, towers and electronic equipment for receiving and transmitting information	has_hypernym;258	103315023-n;DGM_hyponym	S.COMC
280	corral	a pen or enclosure for confining or capturing animals		103124590-n;DGM_equivalent	S.CRRL
281	casino	a building used for entertainment, especially gambling	has_hypernym;258	102977936-n;DGM_equivalent	S.CSNO
282	castle	a large fortified building or set of buildings	has_hypernym;258	102980441-n;DGM_equivalent	S.CSTL
283	customs house	a building in a port where customs and duties are paid, and where vessels are entered and cleared	has_hypernym;258	113317002-n;DGM_equivalent	S.CSTM
284	courthouse	a building in which courts of law are held	has_hypernym;258	103121298-n;DGM_equivalent	S.CTHSE
285	atomic center	a facility where atomic research is carried out	has_hypernym;258	103315023-n;DGM_hyponym	S.CTRA
286	community center	a facility for community recreation and other activities	has_hypernym;258	103078506-n;DGM_equivalent	S.CTRCM
287	facility center	a place where more than one facility is situated	has_hypernym;258	103315023-n;DGM_equivalent	S.CTRF
288	medical center	a complex of health care buildings including two or more of the following: hospital, medical school, clinic, pharmacy, doctor's offices, etc.	has_hypernym;258	108571139-n;DGM_equivalent	S.CTRM
289	religious center	a facility where more than one religious activity is carried out, e.g., retreat, school, monastery, worship	has_hypernym;258	103315023-n;DGM_hyponym	S.CTRR
290	space center	a facility for launching, tracking, or controlling satellites and space vehicles	has_hypernym;258	103315023-n;DGM_hyponym	S.CTRS
291	convent	a building where a community of nuns lives in seclusion	has_hypernym;258	103099454-n;DGM_equivalent	S.CVNT
292	dam	a barrier constructed across a stream to impound water		103160309-n;DGM_equivalent	S.DAM
293	ruined dam	a destroyed or decayed dam which is no longer functional	has_hypernym;292	103160309-n;DGM_hyponym	S.DAMQ
294	sub-surface dam	a dam put down to bedrock in a sand river	has_hypernym;292	103160309-n;DGM_hyponym	S.DAMSB
295	dairy	a facility for the processing, sale and distribution of milk or milk products	has_hypernym;258	103159535-n;DGM_equivalent	S.DARY
296	dry dock	a dock providing support for a vessel, and means for removing the water so that the bottom of the vessel can be exposed	has_hypernym;297	103251533-n;DGM_equivalent	S.DCKD
297	dockyard	a facility for servicing, building, or repairing ships		108640392-n;DGM_equivalent	S.DCKY
298	dike	an earth or stone embankment usually constructed for flood or stream control		103160309-n;DGM_equivalent	S.DIKE
299	diplomatic facility	office, residence, or facility of a foreign government, which may include an embassy, consulate, chancery, office of charge d?affaires, or other diplomatic, economic, military, or cultural mission	has_hypernym;258		S.DIP
300	fuel depot	an area where fuel is stored		104329190-n;DGM_equivalent	S.DPOF
301	estate	a large commercialized agricultural landholding with associated buildings and other facilities		113246662-n;DGM_equivalent	S.EST
302	oil palm plantation	an estate specializing in the cultivation of oil palm trees		113252513-n;DGM_hyponym	S.ESTO
303	rubber plantation	an estate which specializes in growing and tapping rubber trees		113252513-n;DGM_hyponym	S.ESTR
304	sugar plantation	an estate that specializes in growing sugar cane		113252513-n;DGM_hyponym	S.ESTSG
305	tea plantation	an estate which specializes in growing tea bushes		113252513-n;DGM_equivalent	S.ESTT
306	section of estate		has_hypernym;301		S.ESTX
307	facility	a building or buildings housing a center, institute, foundation, hospital, prison, mission, courthouse, etc.		103315023-n;DGM_equivalent	S.FCL
308	foundry	a building or works where metal casting is carried out		103387653-n;DGM_equivalent	S.FNDY
309	farm	a tract of land with associated buildings devoted to agriculture	has_hypernym;258	103322099-n;DGM_equivalent	S.FRM
310	abandoned farm		has_hypernym;309	103322099-n;DGM_hyponym	S.FRMQ
311	farms	tracts of land with associated buildings devoted to agriculture	has_hypernym;258	103322099-n;DGM_equivalent	S.FRMS
312	farmstead	the buildings and adjacent service areas of a farm	has_hypernym;258	103323096-n;DGM_equivalent	S.FRMT
313	fort	a defensive structure or earthworks	has_hypernym;258	103386011-n;DGM_equivalent	S.FT
314	ferry	a boat or other floating conveyance and terminal facilities regularly used to transport people and vehicles across a waterbody		103329663-n;DGM_equivalent	S.FY
315	gate	a controlled access entrance or exit		103427296-n;DGM_equivalent	S.GATE
316	garden	an enclosure for displaying selected plant or animal life		103417345-n;DGM_equivalent	S.GDN
317	ghat	a set of steps leading to a river, which are of religious significance, and at their base is usually a platform for bathing		103436075-n;DGM_equivalent	S.GHAT
318	guest house	a house used to provide lodging for paying guests	has_hypernym;258	103465605-n;DGM_equivalent	S.GHSE
319	gas-oil separator plant	a facility for separating gas from oil		103956922-n;DGM_hyponym	S.GOSP
320	local government office	a facility housing local governmental offices, usually a city, town, or village hall	has_hypernym;258		S.GOVL
321	grave	a burial site		103455033-n;DGM_equivalent	S.GRVE
322	hermitage	a secluded residence, usually for religious sects		103515934-n;DGM_equivalent	S.HERM
323	halting place	a place where caravans stop for rest		101056411-n;DGM_hyponym	S.HLT
324	house	a building used as a human habitation	has_hypernym;258	103544360-n;DGM_equivalent	S.HSE
325	country house	a large house, mansion, or chateau, on a large estate	has_hypernym;258	103118969-n;DGM_equivalent	S.HSEC
326	hospital	a building in which sick or injured, especially those confined to bed, are medically treated	has_hypernym;258	103540595-n;DGM_equivalent	S.HSP
327	clinic	a medical facility associated with a hospital for outpatients	has_hypernym;258	103043274-n;DGM_equivalent	S.HSPC
328	dispensary	a building where medical or dental aid is dispensed	has_hypernym;258	103210552-n;DGM_equivalent	S.HSPD
329	leprosarium	an asylum or hospital for lepers	has_hypernym;258	103540595-n;DGM_hyponym	S.HSPL
330	historical site	a place of historical importance	has_hypernym;176	108550076-n;DGM_equivalent	S.HSTS
331	hotel	a building providing lodging and/or meals for the public	has_hypernym;258	103542333-n;DGM_equivalent	S.HTL
332	hut	a small primitive house	has_hypernym;258	103547054-n;DGM_equivalent	S.HUT
333	huts	small primitive houses	has_hypernym;258	103547054-n;DGM_equivalent	S.HUTS
334	military installation	a facility for use of and control by armed forces	has_hypernym;258	103763133-n;DGM_equivalent	S.INSM
335	research institute	a facility where research is carried out	has_hypernym;258	104077889-n;DGM_equivalent	S.ITTR
336	jetty	a structure built out into the water at a river mouth or harbor entrance to regulate currents and silting		102894605-n;DGM_equivalent	S.JTY
337	landing	a place where boats receive or discharge passengers and freight, but lacking most port facilities		103638321-n;DGM_equivalent	S.LDNG
338	leper colony	a settled area inhabited by lepers in relative isolation		108514233-n;DGM_hyponym	S.LEPC
339	library	A place in which information resources such as books are kept for reading, reference, or lending.		103661043-n;DGM_equivalent	S.LIBR
340	landfill	a place for trash and garbage disposal in which the waste is buried between layers of earth to build up low-lying land		103436075-n;DGM_hyponym	S.LNDF
341	lock	a basin in a waterway with gates at each end by means of which vessels are passed from one water level to another		103683079-n;DGM_equivalent	S.LOCK
342	lighthouse	a distinctive structure exhibiting a major navigation light	has_hypernym;258	102814860-n;DGM_equivalent	S.LTHSE
343	mall	A large, often enclosed shopping complex containing various stores, businesses, and restaurants usually accessible by common passageways.	has_hypernym;258	103965456-n;DGM_equivalent	S.MALL
344	marina	a harbor facility for small boats, yachts, etc.	has_hypernym;185	103721590-n;DGM_equivalent	S.MAR
345	factory	one or more buildings where goods are manufactured, processed or fabricated		103316406-n;DGM_equivalent	S.MFG
346	brewery	one or more buildings where beer is brewed	has_hypernym;345	102897237-n;DGM_equivalent	S.MFGB
347	cannery	a building where food items are canned	has_hypernym;345	102950018-n;DGM_equivalent	S.MFGC
348	copper works	a facility for processing copper ore	has_hypernym;345	103315023-n;DGM_hyponym	S.MFGCU
349	limekiln	a furnace in which limestone is reduced to lime	has_hypernym;345	103669534-n;DGM_equivalent	S.MFGLM
350	munitions plant	a factory where ammunition is made	has_hypernym;345	103956922-n;DGM_hyponym	S.MFGM
351	phosphate works	a facility for producing fertilizer	has_hypernym;345	103315023-n;DGM_hyponym	S.MFGPH
352	abandoned factory		has_hypernym;345	103316406-n;DGM_hyponym	S.MFGQ
353	sugar refinery	a facility for converting raw sugar into refined sugar	has_hypernym;345	104350688-n;DGM_equivalent	S.MFGSG
354	market	a place where goods are bought and sold at regular intervals		103461385-n;DGM_equivalent	S.MKT
355	mill	a building housing machines for transforming, shaping, finishing, grinding, or extracting products	has_hypernym;345	103316406-n;DGM_equivalent	S.ML
356	ore treatment plant	a facility for improving the metal content of ore by concentration	has_hypernym;345	103956922-n;DGM_hyponym	S.MLM
357	olive oil mill	a mill where oil is extracted from olives	has_hypernym;345	103316406-n;DGM_hyponym	S.MLO
358	sugar mill	a facility where sugar cane is processed into raw sugar	has_hypernym;345	103316406-n;DGM_hyponym	S.MLSG
359	former sugar mill	a sugar mill no longer used as a sugar mill	has_hypernym;345	103316406-n;DGM_hyponym	S.MLSGQ
360	sawmill	a mill where logs or lumber are sawn to specified shapes and sizes	has_hypernym;345	103697007-n;DGM_hyponym	S.MLSW
361	windmill	a mill or water pump powered by wind	has_hypernym;345	104587559-n;DGM_equivalent	S.MLWND
362	water mill	a mill powered by running water	has_hypernym;345	104561422-n;DGM_equivalent	S.MLWTR
363	mine	a site where mineral ores are extracted from the ground by excavating surface pits and subterranean passages		103768346-n;DGM_equivalent	S.MN
364	gold mine	a mine where gold ore, or alluvial gold is extracted	has_hypernym;363	103445120-n;DGM_equivalent	S.MNAU
365	coal mine	a mine where coal is extracted	has_hypernym;363	103056368-n;DGM_equivalent	S.MNC
366	chrome mine	a mine where chrome ore is extracted	has_hypernym;363	103768346-n;DGM_hyponym	S.MNCR
367	copper mine	a mine where copper ore is extracted	has_hypernym;363	103768346-n;DGM_hyponym	S.MNCU
368	iron mine	a mine where iron ore is extracted	has_hypernym;363	103768346-n;DGM_hyponym	S.MNFE
369	monument	a commemorative structure or statue		103743902-n;DGM_equivalent	S.MNMT
370	salt mine	a mine from which salt is extracted	has_hypernym;363	103768346-n;DGM_hyponym	S.MNN
371	abandoned mine		has_hypernym;363	103768346-n;DGM_equivalent	S.MNQ
372	quarry(-ies)	a surface mine where building stone or gravel and sand, etc. are extracted		103949442-n;DGM_equivalent	S.MNQR
373	mole	a massive structure of masonry or large stones serving as a pier or breakwater		102894605-n;DGM_equivalent	S.MOLE
374	mosque	a building for public Islamic worship	has_hypernym;258	103788195-n;DGM_equivalent	S.MSQE
375	mission	a place characterized by dwellings, school, church, hospital and other facilities operated by a religious group for the purpose of providing charitable services and to propagate religion	has_hypernym;258	108403225-n;DGM_equivalent	S.MSSN
376	abandoned mission		has_hypernym;375	108403225-n;DGM_hyponym	S.MSSNQ
377	monastery	a building and grounds where a community of monks lives in seclusion	has_hypernym;258	103781244-n;DGM_equivalent	S.MSTY
378	metro station	metro station (Underground, Tube, or M?tro) 		103757138-n;DGM_equivalent	S.MTRO
379	museum	a building where objects of permanent interest in one or more of the arts and sciences are preserved and exhibited	has_hypernym;258	103800563-n;DGM_equivalent	S.MUS
380	novitiate	a religious house or school where novices are trained	has_hypernym;258	103099454-n;DGM_hyponym	S.NOV
381	nursery(-ies)	a place where plants are propagated for transplanting or grafting		103457902-n;DGM_hyponym	S.NSY
382	observation point	a wildlife or scenic observation point		108677250-n;DGM_hyponym	S.OBPT
383	observatory	a facility equipped for observation of atmospheric or space phenomena		103839671-n;DGM_equivalent	S.OBS
384	radio observatory	a facility equipped with an array of antennae for receiving radio waves from space	has_hypernym;383	103839671-n;DGM_hyponym	S.OBSR
385	oil pipeline junction	a section of an oil pipeline where two or more pipes join together	meronym;218	103605722-n;DGM_hyponym	S.OILJ
386	abandoned oil well		hypernym;389	103845360-n;DGM_hyponym	S.OILQ
387	oil refinery	a facility for converting crude oil into refined petroleum products		103844673-n;DGM_equivalent	S.OILR
388	tank farm	a tract of land occupied by large, cylindrical, metal tanks in which oil or liquid petrochemicals are stored	meronym;218	108660817-n;DGM_equivalent	S.OILT
389	oil well	a well from which oil may be pumped	has_hypernym;258	103845360-n;DGM_equivalent	S.OILW
390	opera house	A theater designed chiefly for the performance of operas.	has_hypernym;258	103849814-n;DGM_equivalent	S.OPRA
391	palace	a large stately house, often a royal or presidential residence	has_hypernym;258	103878066-n;DGM_equivalent	S.PAL
392	pagoda	a tower-like storied structure, usually a Buddhist shrine	has_hypernym;258	103874965-n;DGM_equivalent	S.PGDA
393	pier	a structure built out into navigable water on piles providing berthing for ships and recreation		103933529-n;DGM_equivalent	S.PIER
394	parking lot	an area used for parking vehicles		108615638-n;DGM_equivalent	S.PKLT
395	oil pumping station	a facility for pumping oil through a pipeline	meronym;218	104022708-n;DGM_hyponym	S.PMPO
396	water pumping station	a facility for pumping water from a major well or through a pipeline	meronym;329	104022708-n;DGM_hyponym	S.PMPW
397	post office	a public building in which mail is received, sorted and distributed	has_hypernym;258	108145553-n;DGM_equivalent	S.PO
398	police post	a building in which police are stationed	has_hypernym;258	103977678-n;DGM_equivalent	S.PP
399	abandoned police post		has_hypernym;398	103977678-n;DGM_hyponym	S.PPQ
400	park gate	a controlled access to a park	meronym;184	108615149-n;DGM_equivalent	S.PRKGT
401	park headquarters	a park administrative facility	meronym;184		S.PRKHQ
402	prison	a facility for confining prisoners	has_hypernym;258	104005630-n;DGM_equivalent	S.PRN
403	reformatory	a facility for confining, training, and reforming young law offenders	has_hypernym;258	104069777-n;DGM_equivalent	S.PRNJ
404	abandoned prison		has_hypernym;402	104005630-n;DGM_hyponym	S.PRNQ
405	power station	a facility for generating electric power	has_hypernym;345	103996655-n;DGM_equivalent	S.PS
406	hydroelectric power station	a building where electricity is generated from water power	has_hypernym;345	104306080-n;DGM_hyponym	S.PSH
407	border post	a post or station at an international boundary for the regulation of movement of people and goods		108624385-n;DGM_hyponym	S.PSTB
408	customs post	a building at an international boundary where customs and duties are paid on goods		108624385-n;DGM_hyponym	S.PSTC
409	patrol post	a post from which patrols are sent out		103763403-n;DGM_hyponym	S.PSTP
410	pyramid	an ancient massive structure of square ground plan with four triangular faces meeting at a point and used for enclosing tombs		104029125-n;DGM_equivalent	S.PYR
411	pyramids	ancient massive structures of square ground plan with four triangular faces meeting at a point and used for enclosing tombs		104029125-n;DGM_equivalent	S.PYRS
412	quay	a structure of solid construction along a shore or bank which provides berthing for ships and which generally provides cargo handling facilities		104033082-n;DGM_equivalent	S.QUAY
413	traffic circle	a road junction formed around a central circle about which traffic moves in one direction only		104465933-n;DGM_equivalent	S.RDCR
414	golf course	a recreation field where golf is played		103446528-n;DGM_equivalent	S.RECG
415	racetrack	a track where races are held		104037625-n;DGM_equivalent	S.RECR
416	restaurant	A place where meals are served to the public		104081281-n;DGM_equivalent	S.REST
417	store	a building where goods and/or services are offered for sale		104202417-n;DGM_equivalent	S.RET
418	resthouse	a structure maintained for the rest and shelter of travelers		104081699-n;DGM_equivalent	S.RHSE
419	rookery	a breeding place of a colony of birds or seals		108644426-n;DGM_equivalent	S.RKRY
420	religious site	an ancient site of significant religious importance	has_hypernym;176	108585056-n;DGM_equivalent	S.RLG
421	retreat	a place of temporary seclusion, especially for religious groups	has_hypernym;176	108643015-n;DGM_equivalent	S.RLGR
422	ranch(es)	a large farm specializing in extensive grazing of livestock	has_hypernym;176	104052442-n;DGM_equivalent	S.RNCH
423	railroad siding	a short track parallel to and joining the main track	meronym;227	104216106-n;DGM_equivalent	S.RSD
424	railroad signal	a signal at the entrance of a particular section of track governing the movement of trains	meronym;227	111447319-n;DGM_hyponym	S.RSGNL
425	resort	a specialized facility for vacation, health, or participation sports activities	has_hypernym;258	108640531-n;DGM_equivalent	S.RSRT
426	railroad station	a facility comprising ticket office, platforms, etc. for loading and unloading train passengers and freight	has_hypernym;258	104049098-n;DGM_equivalent	S.RSTN
427	abandoned railroad station		has_hypernym;426	104049098-n;DGM_hyponym	S.RSTNQ
428	railroad stop	a place lacking station facilities where trains stop to pick up and unload passengers and freight		104049098-n;DGM_equivalent	S.RSTP
429	abandoned railroad stop		has_hypernym;428	104049098-n;DGM_hyponym	S.RSTPQ
430	ruin	a destroyed or decayed structure which is no longer functional		104118635-n;DGM_equivalent	S.RUIN
431	school	building where instruction in one or more branches of knowledge takes place	has_hypernym;258	104146050-n;DGM_equivalent	S.SCH
432	agricultural school	a school with a curriculum focused on agriculture	has_hypernym;432	108276720-n;DGM_hyponym	S.SCHA
433	college	the grounds and buildings of an institution of higher learning	has_hypernym;432	103069752-n;DGM_equivalent	S.SCHC
434	language school	Language Schools and Institutions	has_hypernym;432	108282950-n;DGM_equivalent	S.SCHL
435	military school	a school at which military science forms the core of the curriculum	has_hypernym;432	108276720-n;DGM_hyponym	S.SCHM
436	maritime school	a school at which maritime sciences form the core of the curriculum	has_hypernym;432	108276720-n;DGM_hyponym	S.SCHN
437	technical school	post-secondary school with a specifically technical or vocational curriculum	has_hypernym;432	108276720-n;DGM_hyponym	S.SCHT
438	State Exam Prep Centre	state exam preparation centres	has_hypernym;432	102993546-n;DGM_hyponym	S.SECP
439	sheepfold	a fence or wall enclosure for sheep and other small herd animals		103376159-n;DGM_equivalent	S.SHPF
440	shrine	a structure or place memorializing a person or religious concept		104210390-n;DGM_equivalent	S.SHRN
441	storehouse	a building for storing goods, especially provisions		104329190-n;DGM_equivalent	S.SHSE
442	sluice	a conduit or passage for carrying off surplus water from a waterbody, usually regulated by means of a sluice gate	has_hypernym;28	104244379-n;DGM_equivalent	S.SLCE
443	sanatorium	a facility where victims of physical or mental disorders are treated		104133497-n;DGM_equivalent	S.SNTR
444	spa	a resort area usually developed around a medicinal spring		108678615-n;DGM_equivalent	S.SPA
445	spillway	a passage or outlet through which surplus water flows over, around or through a dam		104277034-n;DGM_equivalent	S.SPLY
446	square	a broad, open, public area near the center of a town or city		108619620-n;DGM_equivalent	S.SQR
447	stable	a building for the shelter and feeding of farm animals, especially horses	has_hypernym;258	104294879-n;DGM_equivalent	S.STBL
448	stadium	a structure with an enclosure for athletic games with tiers of seats for spectators		104295881-n;DGM_equivalent	S.STDM
449	scientific research base	a scientific facility used as a base from which research is carried out or monitored		104306080-n;DGM_hyponym	S.STNB
450	coast guard station	a facility from which the coast is guarded by armed vessels		104306080-n;DGM_hyponym	S.STNC
451	experiment station	a facility for carrying out experiments		104306080-n;DGM_hyponym	S.STNE
452	forest station	a collection of buildings and facilities for carrying out forest management		104306080-n;DGM_hyponym	S.STNF
453	inspection station	a station at which vehicles, goods, and people are inspected		104306080-n;DGM_hyponym	S.STNI
454	meteorological station	a station at which weather elements are recorded		104306080-n;DGM_hyponym	S.STNM
455	radio station	a facility for producing and transmitting information by radio waves		104044119-n;DGM_equivalent	S.STNR
456	satellite station	a facility for tracking and communicating with orbiting satellites		104306080-n;DGM_hyponym	S.STNS
457	whaling station	a facility for butchering whales and processing train oil		104306080-n;DGM_hyponym	S.STNW
458	steps	stones or slabs placed for ease in ascending or descending a steep slope		104298171-n;DGM_equivalent	S.STPS
459	sewage treatment plant	facility for the processing of sewage and/or wastewater	has_hypernym;345	103956922-n;DGM_hyponym	S.SWT
460	theater	A building, room, or outdoor structure for the presentation of plays, films, or other dramatic performances	has_hypernym;258	104417809-n;DGM_equivalent	S.THTR
461	tomb	a structure for interring bodies		103455033-n;DGM_equivalent	S.TMB
462	temple	an edifice dedicated to religious worship	has_hypernym;258	104407435-n;DGM_equivalent	S.TMPL
463	cattle dipping tank	a small artificial pond used for immersing cattle in chemically treated water for disease control		109397391-n;DGM_hyponym	S.TNKD
464	tower	a high conspicuous structure, typically much higher than its diameter		104460130-n;DGM_equivalent	S.TOWR
465	transit terminal	facilities for the handling of vehicular freight and passengers	has_hypernym;307	104412901-n;DGM_hyponym	S.TRANT
466	triangulation station	a point on the earth whose position has been determined by triangulation	has_hypernym;176	104306080-n;DGM_hyponym	S.TRIG
467	oil pipeline terminal	a tank farm or loading facility at the end of an oil pipeline	meronym;218	104412901-n;DGM_hyponym	S.TRMO
468	temp work office	Temporary Work Offices	has_hypernym;307	108337324-n;DGM_hyponym	S.TWO
469	university prep school	University Preparation Schools and Institutions	has_hypernym;432	108409969-n;DGM_equivalent	S.UNIP
470	university	An institution for higher learning with teaching and research facilities constituting a graduate school and professional schools that award master's degrees and doctorates and an undergraduate division that awards bachelor's degrees.		104511002-n;DGM_equivalent	S.UNIV
471	united states government establishment	a facility operated by the United States Government in Panama	has_hypernym;258	103315023-n;DGM_hyponym	S.USGE
472	veterinary facility	a building or camp at which veterinary services are available	has_hypernym;307	103315023-n;DGM_hyponym	S.VETF
473	wall	a thick masonry structure, usually enclosing a field or building, or forming the side of a structure		104546855-n;DGM_equivalent	S.WALL
474	ancient wall	the remains of a linear defensive stone structure	has_hypernym;473	104051825-n;DGM_hyponym	S.WALLA
475	weir	a small dam in a stream, designed to raise the water level or to divert stream flow through a desired channel		104571566-n;DGM_equivalent	S.WEIR
476	wharf(-ves)	a structure of open rather than solid construction along a shore or a bank which provides berthing for ships and cargo-handling facilities		103933529-n;DGM_equivalent	S.WHRF
477	wreck	the site of the remains of a wrecked vessel		114423870-n;DGM_equivalent	S.WRCK
478	waterworks	a facility for supplying potable water through a water source and a system of pumps and filtration beds		104563790-n;DGM_equivalent	S.WTRW
479	free trade zone	an area, usually a section of a port, where goods may be received and shipped free of customs duty and of most customs regulations	has_hypernym;16	101092643-n;DGM_equivalent	S.ZNF
480	zoo	a zoological garden or park where wild animals are kept for exhibition		103745146-n;DGM_equivalent	S.ZOO
481	asphalt lake	a small basin containing naturally occurring asphalt	has_hypernym;73	109215437-n;DGM_hyponym	T.ASPH
482	atoll	a ring-shaped coral reef which has closely spaced islands on it encircling a lagoon		109210862-n;DGM_equivalent	T.ATOL
483	bar	a shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts		109214060-n;DGM_equivalent	T.BAR
484	beach	a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves		109217230-n;DGM_equivalent	T.BCH
485	beaches	a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves		109217230-n;DGM_equivalent	T.BCHS
486	badlands	an area characterized by a maze of very closely spaced, deep, narrow, steep-sided ravines, and sharp crests and pinnacles		109212572-n;DGM_equivalent	T.BDLD
487	boulder field	a high altitude or high latitude bare, flat area covered with large angular rocks	has_hypernym;16	109227839-n;DGM_equivalent	T.BLDR
488	blowhole	a hole in coastal rock through which sea water is forced by a rising tide or waves and spurted through an outlet into the air		104526241-n;DGM_equivalent	T.BLHL
489	blowout	a small depression in sandy terrain, caused by wind erosion		109366017-n;DGM_hyponym	T.BLOW
490	bench	a long, narrow bedrock platform bounded by steeper slopes above and below, usually overlooking a waterbody		109456207-n;DGM_equivalent	T.BNCH
491	butte	a small, isolated, usually flat-topped hill with steep sides		109230202-n;DGM_equivalent	T.BUTE
492	cape	a land area, more prominent than a point, projecting into the sea and marking a notable change in coastal direction		109233715-n;DGM_equivalent	T.CAPE
493	cleft	a deep narrow slot, notch, or groove in a coastal cliff		109258715-n;DGM_equivalent	T.CFT
494	caldera	a depression measuring kilometers across formed by the collapse of a volcanic mountain		109231117-n;DGM_equivalent	T.CLDA
495	cliff	a high, steep to perpendicular slope overlooking a waterbody or lower area		109246464-n;DGM_equivalent	T.CLF
496	canyon	a deep, narrow valley with steep sides cutting into a plateau or mountainous area		109233446-n;DGM_equivalent	T.CNYN
497	cone	a conical landform composed of mud or volcanic material		113872592-n;DGM_hyponym	T.CONE
498	corridor	a strip or area of land having significance as an access way		105248181-n;DGM_hyponym	T.CRDR
499	cirque	a bowl-like hollow partially surrounded by cliffs or steep slopes at the head of a glaciated valley		109245515-n;DGM_equivalent	T.CRQ
500	cirques	bowl-like hollows partially surrounded by cliffs or steep slopes at the head of a glaciated valley		109245515-n;DGM_equivalent	T.CRQS
501	crater	a generally circular saucer or bowl-shaped depression caused by volcanic or meteorite explosive action		109259219-n;DGM_equivalent	T.CRTR
502	cuesta	an asymmetric ridge formed on tilted strata		109409512-n;DGM_equivalent	T.CUET
503	delta	a flat plain formed by alluvial deposits at the mouth of a stream		109264803-n;DGM_equivalent	T.DLTA
504	depression	a low area surrounded by higher land and usually characterized by interior drainage		109366017-n;DGM_equivalent	T.DPR
505	desert	a large area with little or no vegetation due to extreme environmental conditions		108505573-n;DGM_equivalent	T.DSRT
506	dune	a wave form, ridge or star shape feature composed of sand		109270735-n;DGM_equivalent	T.DUNE
507	divide	a line separating adjacent drainage basins		108679369-n;DGM_equivalent	T.DVD
508	sandy desert	an extensive tract of shifting sand and sand dunes	has_hypernym;505	108505573-n;DGM_hyponym	T.ERG
509	fan	a fan-shaped wedge of coarse alluvium with apex merging with a mountain stream bed and the fan spreading out at a low angle slope onto an adjacent plain		109193282-n;DGM_hyponym	T.FAN
510	ford	a shallow part of a stream which can be crossed on foot or by land vehicle		109283623-n;DGM_equivalent	T.FORD
511	fissure	a crack associated with volcanism		113907272-n;DGM_hyponym	T.FSR
512	gap	a low place in a ridge, not used for transportation		109249034-n;DGM_equivalent	T.GAP
513	gorge	a short, narrow, steep-sided section of a stream valley		109290444-n;DGM_equivalent	T.GRGE
514	headland	a high projection of land extending into a large body of water beyond the line of the coast		109399592-n;DGM_equivalent	T.HDLD
515	hill	a rounded elevation of limited extent rising above the surrounding land with local relief of less than 300m		109303008-n;DGM_equivalent	T.HLL
516	hills	rounded elevations of limited extent rising above the surrounding land with local relief of less than 300m		109303008-n;DGM_equivalent	T.HLLS
517	hammock	a patch of ground, distinct from and slightly above the surrounding plain or wetland. Often occurs in groups		109326662-n;DGM_equivalent	T.HMCK
518	rock desert	a relatively sand-free, high bedrock plateau in a hot desert, with or without a gravel veneer	has_hypernym;505	108505573-n;DGM_hyponym	T.HMDA
519	interfluve	a relatively undissected upland between adjacent stream valleys		109302616-n;DGM_hyponym	T.INTF
520	island	a tract of land, smaller than a continent, surrounded by water at high water		109316454-n;DGM_equivalent	T.ISL
521	islet	small island, bigger than rock, smaller than island.	has_hypernym;520	109316454-n;DGM_hyponym	T.ISLET
522	artificial island	an island created by landfill or diking and filling in a wetland, bay, or lagoon	has_hypernym;520	109316454-n;DGM_hyponym	T.ISLF
523	mangrove island	a mangrove swamp surrounded by a waterbody	has_hypernym;520	112345899-n;DGM_equivalent	T.ISLM
524	islands	tracts of land, smaller than a continent, surrounded by water at high water		109316454-n;DGM_equivalent	T.ISLS
525	land-tied island	a coastal island connected to the mainland by barrier beaches, levees or dikes	has_hypernym;520	109316454-n;DGM_hyponym	T.ISLT
526	section of island		meronym;520		T.ISLX
527	isthmus	a narrow strip of land connecting two larger land masses and bordered by water		109319604-n;DGM_hyponym	T.ISTH
528	karst area	a distinctive landscape developed on soluble rock such as limestone characterized by sinkholes, caves, disappearing streams, and underground drainage		108497294-n;DGM_hyponym	T.KRST
529	lava area	an area of solidified lava		114930989-n;DGM_equivalent	T.LAVA
530	levee	a natural low embankment bordering a distributary or meandering stream; often built up artificially to control floods		103658635-n;DGM_equivalent	T.LEV
531	mesa	a flat-topped, isolated elevation with steep slopes on all sides, less extensive than a plateau		109351905-n;DGM_equivalent	T.MESA
532	mound	a low, isolated, rounded hill	has_hypernym;515	109326662-n;DGM_equivalent	T.MND
533	moraine	a mound, ridge, or other accumulation of glacial till		109358907-n;DGM_equivalent	T.MRN
534	mountain	an elevation standing high above the surrounding area with small summit area, steep slopes and local relief of 300m or more		109359803-n;DGM_equivalent	T.MT
535	mountains	a mountain range or a group of mountains or high ridges		109359803-n;DGM_equivalent	T.MTS
536	meander neck	a narrow strip of land between the two limbs of a meander loop at its narrowest point		109367733-n;DGM_equivalent	T.NKM
537	nunatak	a rock or mountain peak protruding through glacial ice		109289331-n;DGM_hyponym	T.NTK
538	nunataks	rocks or mountain peaks protruding through glacial ice		109289331-n;DGM_hyponym	T.NTKS
539	pan	a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool		109366017-n;DGM_equivalent	T.PAN
